TIME,IP,PORT,TYPE,ERROR
09:11:26,192.168.10.20,12422,tcp,Exception error for port 12422
09:11:26,192.168.10.20,12423,tcp,Exception error for port 12423
09:11:26,192.168.10.20,12424,tcp,Exception error for port 12424
09:11:26,192.168.10.20,12425,tcp,Exception error for port 12425
09:11:26,192.168.10.20,12426,tcp,Exception error for port 12426
09:11:26,192.168.10.20,12427,tcp,Exception error for port 12427
09:11:26,192.168.10.20,12428,tcp,Exception error for port 12428
09:11:26,192.168.10.20,12429,tcp,Exception error for port 12429
09:11:26,192.168.10.20,12430,tcp,Exception error for port 12430
09:11:26,192.168.10.20,12431,tcp,Exception error for port 12431
09:11:26,192.168.10.20,12432,tcp,Exception error for port 12432
09:11:26,192.168.10.20,12433,tcp,Exception error for port 12433
09:11:26,192.168.10.20,12434,tcp,Exception error for port 12434
09:11:26,192.168.10.20,12435,tcp,Exception error for port 12435
09:11:26,192.168.10.20,12436,tcp,Exception error for port 12436
09:11:26,192.168.10.20,12437,tcp,Exception error for port 12437
09:11:26,192.168.10.20,12438,tcp,Exception error for port 12438
09:11:26,192.168.10.20,12439,tcp,Exception error for port 12439
09:11:26,192.168.10.20,12440,tcp,Exception error for port 12440
09:11:26,192.168.10.20,12441,tcp,Exception error for port 12441
09:11:26,192.168.10.20,12442,tcp,Exception error for port 12442
09:11:26,192.168.10.20,12443,tcp,Exception error for port 12443
09:11:26,192.168.10.20,12444,tcp,Exception error for port 12444
09:11:26,192.168.10.20,12445,tcp,Exception error for port 12445
09:11:26,192.168.10.20,12446,tcp,Exception error for port 12446
09:11:26,192.168.10.20,12447,tcp,Exception error for port 12447
09:11:26,192.168.10.20,12448,tcp,Exception error for port 12448
09:11:26,192.168.10.20,12449,tcp,Exception error for port 12449
09:11:26,192.168.10.20,12450,tcp,Exception error for port 12450
09:11:26,192.168.10.20,12451,tcp,Exception error for port 12451
09:11:26,192.168.10.20,12452,tcp,Exception error for port 12452
09:11:26,192.168.10.20,12453,tcp,Exception error for port 12453
09:11:26,192.168.10.20,12454,tcp,Exception error for port 12454
09:11:26,192.168.10.20,12455,tcp,Exception error for port 12455
09:11:26,192.168.10.20,12456,tcp,Exception error for port 12456
09:11:26,192.168.10.20,12457,tcp,Exception error for port 12457
09:11:26,192.168.10.20,12458,tcp,Exception error for port 12458
09:11:26,192.168.10.20,12459,tcp,Exception error for port 12459
09:11:26,192.168.10.20,12460,tcp,Exception error for port 12460
09:11:26,192.168.10.20,12461,tcp,Exception error for port 12461
09:11:26,192.168.10.20,12462,tcp,Exception error for port 12462
09:11:26,192.168.10.20,12463,tcp,Exception error for port 12463
09:11:26,192.168.10.20,12464,tcp,Exception error for port 12464
09:11:26,192.168.10.20,12465,tcp,Exception error for port 12465
09:11:26,192.168.10.20,12466,tcp,Exception error for port 12466
09:11:26,192.168.10.20,12467,tcp,Exception error for port 12467
09:11:26,192.168.10.20,12468,tcp,Exception error for port 12468
09:11:26,192.168.10.20,12469,tcp,Exception error for port 12469
09:11:26,192.168.10.20,12470,tcp,Exception error for port 12470
09:11:26,192.168.10.20,12471,tcp,Exception error for port 12471
09:11:26,192.168.10.20,12472,tcp,Exception error for port 12472
09:11:26,192.168.10.20,12473,tcp,Exception error for port 12473
09:11:26,192.168.10.20,12474,tcp,Exception error for port 12474
09:11:26,192.168.10.20,12475,tcp,Exception error for port 12475
09:11:26,192.168.10.20,12476,tcp,Exception error for port 12476
09:11:26,192.168.10.20,12477,tcp,Exception error for port 12477
09:11:26,192.168.10.20,12478,tcp,Exception error for port 12478
09:11:26,192.168.10.20,12479,tcp,Exception error for port 12479
09:11:26,192.168.10.20,12480,tcp,Exception error for port 12480
09:11:26,192.168.10.20,12481,tcp,Exception error for port 12481
09:11:26,192.168.10.20,12482,tcp,Exception error for port 12482
09:11:26,192.168.10.20,12483,tcp,Exception error for port 12483
09:11:26,192.168.10.20,12484,tcp,Exception error for port 12484
09:11:26,192.168.10.20,12485,tcp,Exception error for port 12485
09:11:26,192.168.10.20,12486,tcp,Exception error for port 12486
09:11:26,192.168.10.20,12487,tcp,Exception error for port 12487
09:11:26,192.168.10.20,12488,tcp,Exception error for port 12488
09:11:26,192.168.10.20,12489,tcp,Exception error for port 12489
09:11:26,192.168.10.20,12490,tcp,Exception error for port 12490
09:11:26,192.168.10.20,12491,tcp,Exception error for port 12491
09:11:26,192.168.10.20,12492,tcp,Exception error for port 12492
09:11:26,192.168.10.20,12493,tcp,Exception error for port 12493
09:11:26,192.168.10.20,12494,tcp,Exception error for port 12494
09:11:26,192.168.10.20,12495,tcp,Exception error for port 12495
09:11:26,192.168.10.20,12496,tcp,Exception error for port 12496
09:11:26,192.168.10.20,12497,tcp,Exception error for port 12497
09:11:26,192.168.10.20,12498,tcp,Exception error for port 12498
09:11:26,192.168.10.20,12499,tcp,Exception error for port 12499
09:11:26,192.168.10.20,12500,tcp,Exception error for port 12500
09:11:26,192.168.10.20,12501,tcp,Exception error for port 12501
09:11:26,192.168.10.20,12502,tcp,Exception error for port 12502
09:11:26,192.168.10.20,12503,tcp,Exception error for port 12503
09:11:26,192.168.10.20,12504,tcp,Exception error for port 12504
09:11:26,192.168.10.20,12505,tcp,Exception error for port 12505
09:11:26,192.168.10.20,12506,tcp,Exception error for port 12506
09:11:26,192.168.10.20,12507,tcp,Exception error for port 12507
09:11:26,192.168.10.20,12508,tcp,Exception error for port 12508
09:11:26,192.168.10.20,12509,tcp,Exception error for port 12509
09:11:26,192.168.10.20,12510,tcp,Exception error for port 12510
09:11:26,192.168.10.20,12511,tcp,Exception error for port 12511
09:11:26,192.168.10.20,12512,tcp,Exception error for port 12512
09:11:26,192.168.10.20,12513,tcp,Exception error for port 12513
09:11:26,192.168.10.20,12514,tcp,Exception error for port 12514
09:11:26,192.168.10.20,12515,tcp,Exception error for port 12515
09:11:26,192.168.10.20,12516,tcp,Exception error for port 12516
09:11:26,192.168.10.20,12517,tcp,Exception error for port 12517
09:11:26,192.168.10.20,12518,tcp,Exception error for port 12518
09:11:26,192.168.10.20,12519,tcp,Exception error for port 12519
09:11:26,192.168.10.20,12520,tcp,Exception error for port 12520
09:11:26,192.168.10.20,12521,tcp,Exception error for port 12521
09:11:26,192.168.10.20,12522,tcp,Exception error for port 12522
09:11:26,192.168.10.20,12523,tcp,Exception error for port 12523
09:11:26,192.168.10.20,12524,tcp,Exception error for port 12524
09:11:26,192.168.10.20,12525,tcp,Exception error for port 12525
09:11:26,192.168.10.20,12526,tcp,Exception error for port 12526
09:11:26,192.168.10.20,12527,tcp,Exception error for port 12527
09:11:26,192.168.10.20,12528,tcp,Exception error for port 12528
09:11:26,192.168.10.20,12529,tcp,Exception error for port 12529
09:11:26,192.168.10.20,12530,tcp,Exception error for port 12530
09:11:26,192.168.10.20,12531,tcp,Exception error for port 12531
09:11:26,192.168.10.20,12532,tcp,Exception error for port 12532
09:11:26,192.168.10.20,12533,tcp,Exception error for port 12533
09:11:26,192.168.10.20,12534,tcp,Exception error for port 12534
09:11:26,192.168.10.20,12535,tcp,Exception error for port 12535
09:11:26,192.168.10.20,12536,tcp,Exception error for port 12536
09:11:26,192.168.10.20,12537,tcp,Exception error for port 12537
09:11:26,192.168.10.20,12538,tcp,Exception error for port 12538
09:11:26,192.168.10.20,12539,tcp,Exception error for port 12539
09:11:26,192.168.10.20,12540,tcp,Exception error for port 12540
09:11:26,192.168.10.20,12541,tcp,Exception error for port 12541
09:11:26,192.168.10.20,12542,tcp,Exception error for port 12542
09:11:26,192.168.10.20,12543,tcp,Exception error for port 12543
09:11:26,192.168.10.20,12544,tcp,Exception error for port 12544
09:11:26,192.168.10.20,12545,tcp,Exception error for port 12545
09:11:26,192.168.10.20,12546,tcp,Exception error for port 12546
09:11:26,192.168.10.20,12547,tcp,Exception error for port 12547
09:11:26,192.168.10.20,12548,tcp,Exception error for port 12548
09:11:26,192.168.10.20,12549,tcp,Exception error for port 12549
09:11:26,192.168.10.20,12550,tcp,Exception error for port 12550
09:11:26,192.168.10.20,12551,tcp,Exception error for port 12551
09:11:26,192.168.10.20,12552,tcp,Exception error for port 12552
09:11:26,192.168.10.20,12553,tcp,Exception error for port 12553
09:11:26,192.168.10.20,12554,tcp,Exception error for port 12554
09:11:26,192.168.10.20,12555,tcp,Exception error for port 12555
09:11:26,192.168.10.20,12556,tcp,Exception error for port 12556
09:11:26,192.168.10.20,12557,tcp,Exception error for port 12557
09:11:26,192.168.10.20,12558,tcp,Exception error for port 12558
09:11:26,192.168.10.20,12559,tcp,Exception error for port 12559
09:11:26,192.168.10.20,12560,tcp,Exception error for port 12560
09:11:26,192.168.10.20,12561,tcp,Exception error for port 12561
09:11:26,192.168.10.20,12562,tcp,Exception error for port 12562
09:11:26,192.168.10.20,12563,tcp,Exception error for port 12563
09:11:26,192.168.10.20,12564,tcp,Exception error for port 12564
09:11:26,192.168.10.20,12565,tcp,Exception error for port 12565
09:11:26,192.168.10.20,12566,tcp,Exception error for port 12566
09:11:26,192.168.10.20,12567,tcp,Exception error for port 12567
09:11:26,192.168.10.20,12568,tcp,Exception error for port 12568
09:11:26,192.168.10.20,12569,tcp,Exception error for port 12569
09:11:26,192.168.10.20,12570,tcp,Exception error for port 12570
09:11:26,192.168.10.20,12571,tcp,Exception error for port 12571
09:11:26,192.168.10.20,12572,tcp,Exception error for port 12572
09:11:26,192.168.10.20,12573,tcp,Exception error for port 12573
09:11:26,192.168.10.20,12574,tcp,Exception error for port 12574
09:11:26,192.168.10.20,12575,tcp,Exception error for port 12575
09:11:26,192.168.10.20,12576,tcp,Exception error for port 12576
09:11:26,192.168.10.20,12577,tcp,Exception error for port 12577
09:11:26,192.168.10.20,12578,tcp,Exception error for port 12578
09:11:26,192.168.10.20,12579,tcp,Exception error for port 12579
09:11:26,192.168.10.20,12580,tcp,Exception error for port 12580
09:11:26,192.168.10.20,12581,tcp,Exception error for port 12581
09:11:26,192.168.10.20,12582,tcp,Exception error for port 12582
09:11:26,192.168.10.20,12583,tcp,Exception error for port 12583
09:11:26,192.168.10.20,12584,tcp,Exception error for port 12584
09:11:26,192.168.10.20,12585,tcp,Exception error for port 12585
09:11:26,192.168.10.20,12586,tcp,Exception error for port 12586
09:11:26,192.168.10.20,12587,tcp,Exception error for port 12587
09:11:26,192.168.10.20,12588,tcp,Exception error for port 12588
09:11:26,192.168.10.20,12589,tcp,Exception error for port 12589
09:11:26,192.168.10.20,12590,tcp,Exception error for port 12590
09:11:26,192.168.10.20,12591,tcp,Exception error for port 12591
09:11:26,192.168.10.20,12592,tcp,Exception error for port 12592
09:11:26,192.168.10.20,12593,tcp,Exception error for port 12593
09:11:26,192.168.10.20,12594,tcp,Exception error for port 12594
09:11:26,192.168.10.20,12595,tcp,Exception error for port 12595
09:11:26,192.168.10.20,12596,tcp,Exception error for port 12596
09:11:26,192.168.10.20,12597,tcp,Exception error for port 12597
09:11:26,192.168.10.20,12598,tcp,Exception error for port 12598
09:11:26,192.168.10.20,12599,tcp,Exception error for port 12599
09:11:26,192.168.10.20,12600,tcp,Exception error for port 12600
09:11:26,192.168.10.20,12601,tcp,Exception error for port 12601
09:11:26,192.168.10.20,12602,tcp,Exception error for port 12602
09:11:26,192.168.10.20,12603,tcp,Exception error for port 12603
09:11:26,192.168.10.20,12604,tcp,Exception error for port 12604
09:11:26,192.168.10.20,12605,tcp,Exception error for port 12605
09:11:26,192.168.10.20,12606,tcp,Exception error for port 12606
09:11:26,192.168.10.20,12607,tcp,Exception error for port 12607
09:11:26,192.168.10.20,12608,tcp,Exception error for port 12608
09:11:26,192.168.10.20,12609,tcp,Exception error for port 12609
09:11:26,192.168.10.20,12610,tcp,Exception error for port 12610
09:11:26,192.168.10.20,12611,tcp,Exception error for port 12611
09:11:26,192.168.10.20,12612,tcp,Exception error for port 12612
09:11:26,192.168.10.20,12613,tcp,Exception error for port 12613
09:11:26,192.168.10.20,12614,tcp,Exception error for port 12614
09:11:26,192.168.10.20,12615,tcp,Exception error for port 12615
09:11:26,192.168.10.20,12616,tcp,Exception error for port 12616
09:11:26,192.168.10.20,12617,tcp,Exception error for port 12617
09:11:26,192.168.10.20,12618,tcp,Exception error for port 12618
09:11:26,192.168.10.20,12619,tcp,Exception error for port 12619
09:11:26,192.168.10.20,12620,tcp,Exception error for port 12620
09:11:26,192.168.10.20,12621,tcp,Exception error for port 12621
09:11:26,192.168.10.20,12622,tcp,Exception error for port 12622
09:11:26,192.168.10.20,12623,tcp,Exception error for port 12623
09:11:26,192.168.10.20,12624,tcp,Exception error for port 12624
09:11:26,192.168.10.20,12625,tcp,Exception error for port 12625
09:11:26,192.168.10.20,12626,tcp,Exception error for port 12626
09:11:26,192.168.10.20,12627,tcp,Exception error for port 12627
09:11:26,192.168.10.20,12628,tcp,Exception error for port 12628
09:11:26,192.168.10.20,12629,tcp,Exception error for port 12629
09:11:26,192.168.10.20,12630,tcp,Exception error for port 12630
09:11:26,192.168.10.20,12631,tcp,Exception error for port 12631
09:11:26,192.168.10.20,12632,tcp,Exception error for port 12632
09:11:26,192.168.10.20,12633,tcp,Exception error for port 12633
09:11:26,192.168.10.20,12634,tcp,Exception error for port 12634
09:11:26,192.168.10.20,12635,tcp,Exception error for port 12635
09:11:26,192.168.10.20,12636,tcp,Exception error for port 12636
09:11:26,192.168.10.20,12637,tcp,Exception error for port 12637
09:11:26,192.168.10.20,12638,tcp,Exception error for port 12638
09:11:26,192.168.10.20,12639,tcp,Exception error for port 12639
09:11:26,192.168.10.20,12640,tcp,Exception error for port 12640
09:11:26,192.168.10.20,12641,tcp,Exception error for port 12641
09:11:26,192.168.10.20,12642,tcp,Exception error for port 12642
09:11:26,192.168.10.20,12643,tcp,Exception error for port 12643
09:11:26,192.168.10.20,12644,tcp,Exception error for port 12644
09:11:26,192.168.10.20,12645,tcp,Exception error for port 12645
09:11:26,192.168.10.20,12646,tcp,Exception error for port 12646
09:11:26,192.168.10.20,12647,tcp,Exception error for port 12647
09:11:26,192.168.10.20,12648,tcp,Exception error for port 12648
09:11:26,192.168.10.20,12649,tcp,Exception error for port 12649
09:11:26,192.168.10.20,12650,tcp,Exception error for port 12650
09:11:26,192.168.10.20,12651,tcp,Exception error for port 12651
09:11:26,192.168.10.20,12652,tcp,Exception error for port 12652
09:11:26,192.168.10.20,12653,tcp,Exception error for port 12653
09:11:26,192.168.10.20,12654,tcp,Exception error for port 12654
09:11:26,192.168.10.20,12655,tcp,Exception error for port 12655
09:11:26,192.168.10.20,12656,tcp,Exception error for port 12656
09:11:26,192.168.10.20,12657,tcp,Exception error for port 12657
09:11:26,192.168.10.20,12658,tcp,Exception error for port 12658
09:11:26,192.168.10.20,12659,tcp,Exception error for port 12659
09:11:26,192.168.10.20,12660,tcp,Exception error for port 12660
09:11:26,192.168.10.20,12661,tcp,Exception error for port 12661
09:11:26,192.168.10.20,12662,tcp,Exception error for port 12662
09:11:26,192.168.10.20,12663,tcp,Exception error for port 12663
09:11:26,192.168.10.20,12664,tcp,Exception error for port 12664
09:11:26,192.168.10.20,12665,tcp,Exception error for port 12665
09:11:26,192.168.10.20,12666,tcp,Exception error for port 12666
09:11:26,192.168.10.20,12667,tcp,Exception error for port 12667
09:11:26,192.168.10.20,12668,tcp,Exception error for port 12668
09:11:26,192.168.10.20,12669,tcp,Exception error for port 12669
09:11:26,192.168.10.20,12670,tcp,Exception error for port 12670
09:11:26,192.168.10.20,12671,tcp,Exception error for port 12671
09:11:26,192.168.10.20,12672,tcp,Exception error for port 12672
09:11:26,192.168.10.20,12673,tcp,Exception error for port 12673
09:11:26,192.168.10.20,12674,tcp,Exception error for port 12674
09:11:26,192.168.10.20,12675,tcp,Exception error for port 12675
09:11:26,192.168.10.20,12676,tcp,Exception error for port 12676
09:11:26,192.168.10.20,12677,tcp,Exception error for port 12677
09:11:26,192.168.10.20,12678,tcp,Exception error for port 12678
09:11:26,192.168.10.20,12679,tcp,Exception error for port 12679
09:11:26,192.168.10.20,12680,tcp,Exception error for port 12680
09:11:26,192.168.10.20,12681,tcp,Exception error for port 12681
09:11:26,192.168.10.20,12682,tcp,Exception error for port 12682
09:11:26,192.168.10.20,12683,tcp,Exception error for port 12683
09:11:26,192.168.10.20,12684,tcp,Exception error for port 12684
09:11:26,192.168.10.20,12685,tcp,Exception error for port 12685
09:11:26,192.168.10.20,12686,tcp,Exception error for port 12686
09:11:26,192.168.10.20,12687,tcp,Exception error for port 12687
09:11:26,192.168.10.20,12688,tcp,Exception error for port 12688
09:11:26,192.168.10.20,12689,tcp,Exception error for port 12689
09:11:26,192.168.10.20,12690,tcp,Exception error for port 12690
09:11:26,192.168.10.20,12691,tcp,Exception error for port 12691
09:11:26,192.168.10.20,12692,tcp,Exception error for port 12692
09:11:26,192.168.10.20,12693,tcp,Exception error for port 12693
09:11:26,192.168.10.20,12694,tcp,Exception error for port 12694
09:11:26,192.168.10.20,12695,tcp,Exception error for port 12695
09:11:26,192.168.10.20,12696,tcp,Exception error for port 12696
09:11:26,192.168.10.20,12697,tcp,Exception error for port 12697
09:11:26,192.168.10.20,12698,tcp,Exception error for port 12698
09:11:26,192.168.10.20,12699,tcp,Exception error for port 12699
09:11:26,192.168.10.20,12700,tcp,Exception error for port 12700
09:11:26,192.168.10.20,12701,tcp,Exception error for port 12701
09:11:26,192.168.10.20,12702,tcp,Exception error for port 12702
09:11:26,192.168.10.20,12703,tcp,Exception error for port 12703
09:11:26,192.168.10.20,12704,tcp,Exception error for port 12704
09:11:26,192.168.10.20,12705,tcp,Exception error for port 12705
09:11:26,192.168.10.20,12706,tcp,Exception error for port 12706
09:11:26,192.168.10.20,12707,tcp,Exception error for port 12707
09:11:26,192.168.10.20,12708,tcp,Exception error for port 12708
09:11:26,192.168.10.20,12709,tcp,Exception error for port 12709
09:11:26,192.168.10.20,12710,tcp,Exception error for port 12710
09:11:26,192.168.10.20,12711,tcp,Exception error for port 12711
09:11:26,192.168.10.20,12712,tcp,Exception error for port 12712
09:11:26,192.168.10.20,12713,tcp,Exception error for port 12713
09:11:26,192.168.10.20,12714,tcp,Exception error for port 12714
09:11:26,192.168.10.20,12715,tcp,Exception error for port 12715
09:11:26,192.168.10.20,12716,tcp,Exception error for port 12716
09:11:26,192.168.10.20,12717,tcp,Exception error for port 12717
09:11:26,192.168.10.20,12718,tcp,Exception error for port 12718
09:11:26,192.168.10.20,12719,tcp,Exception error for port 12719
09:11:26,192.168.10.20,12720,tcp,Exception error for port 12720
09:11:26,192.168.10.20,12721,tcp,Exception error for port 12721
09:11:26,192.168.10.20,12722,tcp,Exception error for port 12722
09:11:26,192.168.10.20,12723,tcp,Exception error for port 12723
09:11:26,192.168.10.20,12724,tcp,Exception error for port 12724
09:11:26,192.168.10.20,12725,tcp,Exception error for port 12725
09:11:26,192.168.10.20,12726,tcp,Exception error for port 12726
09:11:26,192.168.10.20,12727,tcp,Exception error for port 12727
09:11:26,192.168.10.20,12728,tcp,Exception error for port 12728
09:11:26,192.168.10.20,12729,tcp,Exception error for port 12729
09:11:26,192.168.10.20,12730,tcp,Exception error for port 12730
09:11:26,192.168.10.20,12731,tcp,Exception error for port 12731
09:11:26,192.168.10.20,12732,tcp,Exception error for port 12732
09:11:26,192.168.10.20,12733,tcp,Exception error for port 12733
09:11:26,192.168.10.20,12734,tcp,Exception error for port 12734
09:11:26,192.168.10.20,12735,tcp,Exception error for port 12735
09:11:26,192.168.10.20,12736,tcp,Exception error for port 12736
09:11:26,192.168.10.20,12737,tcp,Exception error for port 12737
09:11:26,192.168.10.20,12738,tcp,Exception error for port 12738
09:11:26,192.168.10.20,12739,tcp,Exception error for port 12739
09:11:26,192.168.10.20,12740,tcp,Exception error for port 12740
09:11:26,192.168.10.20,12741,tcp,Exception error for port 12741
09:11:26,192.168.10.20,12742,tcp,Exception error for port 12742
09:11:26,192.168.10.20,12743,tcp,Exception error for port 12743
09:11:26,192.168.10.20,12744,tcp,Exception error for port 12744
09:11:26,192.168.10.20,12745,tcp,Exception error for port 12745
09:11:26,192.168.10.20,12746,tcp,Exception error for port 12746
09:11:26,192.168.10.20,12747,tcp,Exception error for port 12747
09:11:26,192.168.10.20,12748,tcp,Exception error for port 12748
09:11:26,192.168.10.20,12749,tcp,Exception error for port 12749
09:11:26,192.168.10.20,12750,tcp,Exception error for port 12750
09:11:26,192.168.10.20,12751,tcp,Exception error for port 12751
09:11:26,192.168.10.20,12752,tcp,Exception error for port 12752
09:11:26,192.168.10.20,12753,tcp,Exception error for port 12753
09:11:26,192.168.10.20,12754,tcp,Exception error for port 12754
09:11:26,192.168.10.20,12755,tcp,Exception error for port 12755
09:11:26,192.168.10.20,12756,tcp,Exception error for port 12756
09:11:26,192.168.10.20,12757,tcp,Exception error for port 12757
09:11:26,192.168.10.20,12758,tcp,Exception error for port 12758
09:11:26,192.168.10.20,12759,tcp,Exception error for port 12759
09:11:26,192.168.10.20,12760,tcp,Exception error for port 12760
09:11:26,192.168.10.20,12761,tcp,Exception error for port 12761
09:11:26,192.168.10.20,12762,tcp,Exception error for port 12762
09:11:26,192.168.10.20,12763,tcp,Exception error for port 12763
09:11:26,192.168.10.20,12764,tcp,Exception error for port 12764
09:11:26,192.168.10.20,12765,tcp,Exception error for port 12765
09:11:26,192.168.10.20,12766,tcp,Exception error for port 12766
09:11:26,192.168.10.20,12767,tcp,Exception error for port 12767
09:11:26,192.168.10.20,12768,tcp,Exception error for port 12768
09:11:26,192.168.10.20,12769,tcp,Exception error for port 12769
09:11:26,192.168.10.20,12770,tcp,Exception error for port 12770
09:11:26,192.168.10.20,12771,tcp,Exception error for port 12771
09:11:26,192.168.10.20,12772,tcp,Exception error for port 12772
09:11:26,192.168.10.20,12773,tcp,Exception error for port 12773
09:11:26,192.168.10.20,12774,tcp,Exception error for port 12774
09:11:26,192.168.10.20,12775,tcp,Exception error for port 12775
09:11:26,192.168.10.20,12776,tcp,Exception error for port 12776
09:11:26,192.168.10.20,12777,tcp,Exception error for port 12777
09:11:26,192.168.10.20,12778,tcp,Exception error for port 12778
09:11:26,192.168.10.20,12779,tcp,Exception error for port 12779
09:11:26,192.168.10.20,12780,tcp,Exception error for port 12780
09:11:26,192.168.10.20,12781,tcp,Exception error for port 12781
09:11:26,192.168.10.20,12782,tcp,Exception error for port 12782
09:11:26,192.168.10.20,12783,tcp,Exception error for port 12783
09:11:26,192.168.10.20,12784,tcp,Exception error for port 12784
09:11:26,192.168.10.20,12785,tcp,Exception error for port 12785
09:11:26,192.168.10.20,12786,tcp,Exception error for port 12786
09:11:26,192.168.10.20,12787,tcp,Exception error for port 12787
09:11:26,192.168.10.20,12788,tcp,Exception error for port 12788
09:11:26,192.168.10.20,12789,tcp,Exception error for port 12789
09:11:26,192.168.10.20,12790,tcp,Exception error for port 12790
09:11:26,192.168.10.20,12791,tcp,Exception error for port 12791
09:11:26,192.168.10.20,12792,tcp,Exception error for port 12792
09:11:26,192.168.10.20,12793,tcp,Exception error for port 12793
09:11:26,192.168.10.20,12794,tcp,Exception error for port 12794
09:11:26,192.168.10.20,12795,tcp,Exception error for port 12795
09:11:26,192.168.10.20,12796,tcp,Exception error for port 12796
09:11:26,192.168.10.20,12797,tcp,Exception error for port 12797
09:11:26,192.168.10.20,12798,tcp,Exception error for port 12798
09:11:26,192.168.10.20,12799,tcp,Exception error for port 12799
09:11:26,192.168.10.20,12800,tcp,Exception error for port 12800
09:11:26,192.168.10.20,12801,tcp,Exception error for port 12801
09:11:26,192.168.10.20,12802,tcp,Exception error for port 12802
09:11:26,192.168.10.20,12803,tcp,Exception error for port 12803
09:11:26,192.168.10.20,12804,tcp,Exception error for port 12804
09:11:26,192.168.10.20,12805,tcp,Exception error for port 12805
09:11:26,192.168.10.20,12806,tcp,Exception error for port 12806
09:11:26,192.168.10.20,12807,tcp,Exception error for port 12807
09:11:26,192.168.10.20,12808,tcp,Exception error for port 12808
09:11:26,192.168.10.20,12809,tcp,Exception error for port 12809
09:11:26,192.168.10.20,12810,tcp,Exception error for port 12810
09:11:26,192.168.10.20,12811,tcp,Exception error for port 12811
09:11:26,192.168.10.20,12812,tcp,Exception error for port 12812
09:11:26,192.168.10.20,12813,tcp,Exception error for port 12813
09:11:26,192.168.10.20,12814,tcp,Exception error for port 12814
09:11:26,192.168.10.20,12815,tcp,Exception error for port 12815
09:11:26,192.168.10.20,12816,tcp,Exception error for port 12816
09:11:26,192.168.10.20,12817,tcp,Exception error for port 12817
09:11:26,192.168.10.20,12818,tcp,Exception error for port 12818
09:11:26,192.168.10.20,12819,tcp,Exception error for port 12819
09:11:26,192.168.10.20,12820,tcp,Exception error for port 12820
09:11:26,192.168.10.20,12821,tcp,Exception error for port 12821
09:11:26,192.168.10.20,12822,tcp,Exception error for port 12822
09:11:26,192.168.10.20,12823,tcp,Exception error for port 12823
09:11:26,192.168.10.20,12824,tcp,Exception error for port 12824
09:11:26,192.168.10.20,12825,tcp,Exception error for port 12825
09:11:26,192.168.10.20,12826,tcp,Exception error for port 12826
09:11:26,192.168.10.20,12827,tcp,Exception error for port 12827
09:11:26,192.168.10.20,12828,tcp,Exception error for port 12828
09:11:26,192.168.10.20,12829,tcp,Exception error for port 12829
09:11:26,192.168.10.20,12830,tcp,Exception error for port 12830
09:11:26,192.168.10.20,12831,tcp,Exception error for port 12831
09:11:26,192.168.10.20,12832,tcp,Exception error for port 12832
09:11:26,192.168.10.20,12833,tcp,Exception error for port 12833
09:11:26,192.168.10.20,12834,tcp,Exception error for port 12834
09:11:26,192.168.10.20,12835,tcp,Exception error for port 12835
09:11:26,192.168.10.20,12836,tcp,Exception error for port 12836
09:11:26,192.168.10.20,12837,tcp,Exception error for port 12837
09:11:26,192.168.10.20,12838,tcp,Exception error for port 12838
09:11:26,192.168.10.20,12839,tcp,Exception error for port 12839
09:11:26,192.168.10.20,12840,tcp,Exception error for port 12840
09:11:26,192.168.10.20,12841,tcp,Exception error for port 12841
09:11:26,192.168.10.20,12842,tcp,Exception error for port 12842
09:11:26,192.168.10.20,12843,tcp,Exception error for port 12843
09:11:26,192.168.10.20,12844,tcp,Exception error for port 12844
09:11:26,192.168.10.20,12845,tcp,Exception error for port 12845
09:11:26,192.168.10.20,12846,tcp,Exception error for port 12846
09:11:26,192.168.10.20,12847,tcp,Exception error for port 12847
09:11:26,192.168.10.20,12848,tcp,Exception error for port 12848
09:11:26,192.168.10.20,12849,tcp,Exception error for port 12849
09:11:26,192.168.10.20,12850,tcp,Exception error for port 12850
09:11:26,192.168.10.20,12851,tcp,Exception error for port 12851
09:11:26,192.168.10.20,12852,tcp,Exception error for port 12852
09:11:26,192.168.10.20,12853,tcp,Exception error for port 12853
09:11:26,192.168.10.20,12854,tcp,Exception error for port 12854
09:11:26,192.168.10.20,12855,tcp,Exception error for port 12855
09:11:26,192.168.10.20,12856,tcp,Exception error for port 12856
09:11:26,192.168.10.20,12857,tcp,Exception error for port 12857
09:11:26,192.168.10.20,12858,tcp,Exception error for port 12858
09:11:26,192.168.10.20,12859,tcp,Exception error for port 12859
09:11:26,192.168.10.20,12860,tcp,Exception error for port 12860
09:11:26,192.168.10.20,12861,tcp,Exception error for port 12861
09:11:26,192.168.10.20,12862,tcp,Exception error for port 12862
09:11:26,192.168.10.20,12863,tcp,Exception error for port 12863
09:11:26,192.168.10.20,12864,tcp,Exception error for port 12864
09:11:26,192.168.10.20,12865,tcp,Exception error for port 12865
09:11:26,192.168.10.20,12866,tcp,Exception error for port 12866
09:11:26,192.168.10.20,12867,tcp,Exception error for port 12867
09:11:26,192.168.10.20,12868,tcp,Exception error for port 12868
09:11:26,192.168.10.20,12869,tcp,Exception error for port 12869
09:11:26,192.168.10.20,12870,tcp,Exception error for port 12870
09:11:26,192.168.10.20,12871,tcp,Exception error for port 12871
