TIME,IP,PORT,TYPE,STATUS
10:05:31,127.0.0.1,80,tcp,open
10:05:31,127.0.0.1,139,tcp,open
10:05:31,127.0.0.1,445,tcp,open
10:05:31,127.0.0.1,631,tcp,open
10:05:31,127.0.0.1,1716,tcp,open
10:05:31,127.0.0.1,2879,tcp,open
10:05:31,127.0.0.1,3306,tcp,open
10:05:32,127.0.0.1,5939,tcp,open
10:05:32,127.0.0.1,9050,tcp,open
10:05:34,127.0.0.1,33060,tcp,open
